,neg,pos
eateri,1.0,
eaton,1.0,
eavesdrop,,1.0
ebay,1.0,
ebert,14.0,3.0
ebola,1.0,
ebon,1.0,
eboni,,1.0
ebouaney,,6.0
eccentr,29.0,31.0
eccleston,3.0,5.0
echelon,,4.0
echo,8.0,17.0
ecker,,1.0
eckhart,1.0,7.0
eclair,1.0,
eclect,1.0,7.0
eclips,2.0,1.0
eclmtct,3.0,
ecolog,1.0,
econom,4.0,10.0
economi,1.0,2.0
ecopsychot,1.0,
ecstat,2.0,4.0
ed,20.0,31.0
edd,,1.0
eddi,62.0,45.0
edel,1.0,
eden,1.0,3.0
edg,19.0,49.0
edgar,3.0,7.0
edgefield,,2.0
edgeofyour,1.0,
edgi,5.0,15.0
edi,,1.0
edict,,1.0
edif,1.0,
edifi,,1.0
edina,,1.0
edison,2.0,1.0
edit,70.0,65.0
edith,1.0,2.0
editor,18.0,14.0
editori,,3.0
edmond,1.0,
edmund,2.0,1.0
edna,1.0,1.0
edouard,,1.0
edream,,1.0
edson,1.0,1.0
edt,1.0,
edtv,1.0,5.0
eduardo,,1.0
educ,7.0,15.0
edvard,,1.0
edward,26.0,66.0
edwin,,1.0
ee,,5.0
eeeewwwww,1.0,
eel,1.0,
eensi,1.0,
eeri,13.0,16.0
eerili,3.0,2.0
eet,1.0,
effac,1.0,
effect,364.0,380.0
effectdepend,,1.0
effectivecontribut,,1.0
effectsextravaganza,1.0,
effectsfil,1.0,
effectsheavi,,1.0
effectsladen,2.0,2.0
effectsload,,1.0
effectu,,1.0
effemin,3.0,2.0
effervesc,,2.0
effet,,1.0
effic,,1.0
effici,11.0,14.0
effort,78.0,85.0
effortless,4.0,20.0
eflman,1.0,
eg,2.0,1.0
egad,1.0,
egan,,3.0
egg,18.0,8.0
eggar,,1.0
eggey,,1.0
eggnog,,1.0
eggo,1.0,
eggsel,,1.0
eggshap,1.0,
ego,6.0,2.0
egocentr,1.0,
egodriven,1.0,
egomania,1.0,
egomaniac,1.0,
egot,,1.0
egotist,1.0,3.0
egowith,1.0,
egoyan,3.0,22.0
egpyt,,1.0
egypt,5.0,10.0
egyptian,1.0,3.0
egyptologist,,1.0
eh,9.0,4.0
ehdan,3.0,
ehren,2.0,1.0
ehrin,1.0,
eiffel,1.0,1.0
eigeman,,1.0
eighi,1.0,
eight,13.0,23.0
eighteen,6.0,1.0
eighteenth,1.0,1.0
eighteenwheel,,1.0
eighth,1.0,1.0
eighthassed,1.0,
eighthundr,,1.0
eighti,7.0,7.0
eightminut,,1.0
eightyear,,1.0
eightyearold,,1.0
eightytwo,1.0,
eiko,1.0,
eilbach,1.0,
eileen,1.0,3.0
einstein,8.0,4.0
einsteinlevel,,1.0
eisenberg,2.0,1.0
eisenstein,,1.0
eisner,1.0,1.0
eject,,3.0
ejogo,2.0,
ekberg,,1.0
ekland,1.0,
el,3.0,7.0
elabor,18.0,23.0
elain,2.0,3.0
elast,1.0,
elastica,,1.0
elat,2.0,
elbow,1.0,1.0
eldard,2.0,4.0
elder,12.0,26.0
eldest,2.0,5.0
ele,1.0,
eleanor,1.0,1.0
elect,7.0,24.0
elector,,1.0
electr,13.0,10.0
electrifi,,3.0
electrocut,4.0,1.0
electromagnet,2.0,
electron,6.0,5.0
electronica,1.0,
electronicsynthes,,1.0
electroshock,,1.0
eleg,4.0,14.0
elegi,,1.0
elegiac,1.0,
elektra,1.0,1.0
element,108.0,147.0
elementari,2.0,2.0
elementsearth,,1.0
elena,5.0,
eleph,3.0,7.0
elev,7.0,12.0
eleven,3.0,3.0
elevenoclock,1.0,
elfman,14.0,14.0
elfont,1.0,
eli,,2.0
elia,1.0,8.0
elicit,7.0,10.0
elicitor,,1.0
elig,,4.0
elijah,2.0,2.0
elimin,15.0,9.0
elina,,1.0
eliott,,1.0
elis,1.0,8.0
elisa,1.0,1.0
elisabeth,7.0,4.0
elit,8.0,14.0
elitist,1.0,1.0
eliza,2.0,2.0
elizabeth,34.0,49.0
elizabethan,1.0,
elizando,1.0,
elk,1.0,1.0
ell,7.0,3.0
ella,2.0,
ellen,11.0,21.0
elli,15.0,25.0
ellicit,2.0,
ellin,1.0,
elliot,1.0,21.0
elliott,1.0,6.0
ellipt,,1.0
elloqu,,1.0
ellroy,,2.0
ellsworth,2.0,
elm,3.0,4.0
elmer,1.0,1.0
elmo,1.0,
elmor,,8.0
elodi,1.0,
eloi,,3.0
elong,1.0,
elop,1.0,
eloqu,2.0,3.0
elseand,1.0,
elseperfect,1.0,
elsewher,10.0,8.0
elspeth,,2.0
elton,3.0,1.0
elud,8.0,4.0
elus,5.0,5.0
elv,3.0,
elvi,6.0,9.0
elvira,,1.0
elvis,,1.0
elw,2.0,2.0
elwood,13.0,
em,14.0,9.0
email,3.0,7.0
eman,2.0,
emancip,1.0,
emannuell,1.0,
emascul,,2.0
emax,2.0,
embarass,2.0,1.0
embark,5.0,7.0
embarras,1.0,
embarrass,70.0,16.0
embarrs,1.0,
embassi,1.0,
embed,2.0,4.0
embellish,1.0,2.0
ember,1.0,
embeth,,6.0
embezzl,2.0,1.0
embitt,1.0,2.0
emblazon,1.0,
emblem,1.0,
emblemat,,1.0
embodi,2.0,19.0
embrac,11.0,15.0
embrass,1.0,
embri,3.0,1.0
embroid,1.0,1.0
embroil,2.0,2.0
emc,1.0,
emce,1.0,1.0
emerg,16.0,22.0
emeri,1.0,
emerich,,1.0
emili,16.0,11.0
emilio,1.0,
emin,3.0,3.0
eminem,1.0,
emira,,1.0
emiss,,3.0
emissari,,2.0
emit,1.0,1.0
emma,14.0,27.0
emmanuel,,1.0
emmanuell,1.0,1.0
emmerich,12.0,8.0
emmet,,1.0
emmi,,2.0
emo,,2.0
emot,136.0,224.0
emotionallycharg,1.0,
emotionallycrippl,,1.0
emotionallyscar,,1.0
emotionless,4.0,4.0
emotionsawww,,1.0
empath,4.0,6.0
empathet,2.0,2.0
empathi,8.0,4.0
empathpsych,,1.0
emperor,3.0,23.0
emphas,5.0,9.0
emphasi,7.0,9.0
emphasis,,1.0
emphat,,1.0
empir,5.0,22.0
employ,16.0,42.0
employe,12.0,17.0
empor,6.0,1.0
empti,34.0,15.0
emptyhead,4.0,1.0
emrboid,,1.0
emul,1.0,2.0
en,,4.0
enabl,5.0,5.0
enact,1.0,
enamor,2.0,2.0
encapsul,,1.0
encas,1.0,2.0
enchant,3.0,11.0
encino,,2.0
enclav,,1.0
enclos,,3.0
encod,,1.0
encompass,3.0,5.0
encor,1.0,1.0
encount,44.0,52.0
encourag,15.0,11.0
encroach,,1.0
encyclopedia,,2.0
end,602.0,680.0
endang,11.0,2.0
endear,9.0,31.0
endeavor,1.0,3.0
endem,1.0,
endless,28.0,25.0
endo,4.0,
endors,1.0,
endoskeleton,,1.0
endow,1.0,2.0
endse,1.0,
endsfreud,,1.0
endur,24.0,17.0
enemi,31.0,28.0
energ,1.0,2.0
energet,12.0,24.0
energi,42.0,45.0
enfield,,1.0
enforc,9.0,6.0
eng,,1.0
engag,41.0,73.0
engelman,1.0,
engend,1.0,
engin,16.0,19.0
england,16.0,23.0
english,47.0,57.0
englishdub,,1.0
englishlanguag,,1.0
englishman,1.0,3.0
englishmen,1.0,1.0
englishspeak,1.0,1.0
englund,2.0,
engrav,,1.0
engross,4.0,16.0
engulf,4.0,6.0
enhanc,16.0,21.0
enigma,,3.0
enigmat,5.0,4.0
enjoy,174.0,264.0
enlighten,4.0,4.0
enlist,8.0,17.0
enliste,1.0,1.0
enliven,5.0,3.0
ennio,1.0,4.0
eno,1.0,
enola,7.0,
enorm,17.0,18.0
enough,346.0,298.0
enrag,1.0,2.0
enraptur,,3.0
enrich,2.0,1.0
enright,,4.0
enrol,2.0,2.0
ensembl,15.0,27.0
enshrin,,1.0
ensign,1.0,
enslav,4.0,
ensnar,1.0,1.0
ensu,19.0,24.0
ensur,5.0,10.0
ent,,1.0
entail,2.0,2.0
entangl,2.0,4.0
entei,2.0,
entendr,2.0,1.0
enter,36.0,61.0
enterpris,7.0,11.0
enterprisecommand,,1.0
entertain,171.0,245.0
entertainmentbuck,1.0,
entertainmentweek,1.0,
entertan,,1.0
enthral,2.0,2.0
enthus,1.0,2.0
enthusiasm,6.0,9.0
enthusiast,10.0,16.0
entic,6.0,2.0
entir,191.0,209.0
entireand,1.0,
entireti,7.0,8.0
entiti,5.0,4.0
entitl,4.0,9.0
entomb,,2.0
entomologist,,1.0
entourag,1.0,1.0
entrac,,1.0
entrail,,1.0
entraillook,,1.0
entranc,3.0,12.0
entrap,6.0,1.0
entrench,1.0,2.0
entrepreneur,3.0,3.0
entrepreneurship,1.0,
entri,20.0,16.0
entrust,3.0,1.0
entrylevel,,1.0
enumer,,1.0
envelop,7.0,5.0
envi,2.0,9.0
enviabl,1.0,
envigor,,1.0
envious,,1.0
environ,13.0,17.0
environment,3.0,
envirothril,1.0,
envis,5.0,8.0
envok,1.0,
enwrap,,1.0
enzym,,1.0
eomann,1.0,
epa,4.0,
ephron,8.0,6.0
epic,15.0,56.0
epicent,,1.0
epichandsom,,1.0
epics,1.0,
epicwannab,,1.0
epigram,,1.0
epigraph,,2.0
epilepsi,,1.0
epilogu,4.0,5.0
epinion,1.0,
epiphani,4.0,4.0
episod,55.0,50.0
epitom,6.0,6.0
epo,,1.0
eponin,,1.0
eponym,2.0,1.0
epp,6.0,5.0
epperson,,1.0
epsicokhan,,1.0
epsod,,1.0
epstein,,1.0
equal,43.0,83.0
equallyinnov,,1.0
equallytal,1.0,
equalopportun,,1.0
equalright,,1.0
equat,8.0,6.0
equidist,,1.0
equinox,,2.0
equip,13.0,13.0
equit,1.0,
equival,9.0,7.0
equivol,,1.0
eqypt,1.0,
er,11.0,10.0
era,8.0,33.0
erad,2.0,
eras,9.0,7.0
eraserhead,2.0,2.0
erb,2.0,2.0
erect,1.0,1.0
ergonom,1.0,
eri,,2.0
eric,26.0,16.0
erica,3.0,1.0
erich,,1.0
erickson,2.0,
ericson,1.0,
eriksson,,1.0
erin,9.0,13.0
eriq,,2.0
erm,1.0,
ermey,7.0,2.0
ern,1.0,
ernest,4.0,4.0
erni,2.0,5.0
ernst,,1.0
erod,,2.0
eros,,1.0
erot,23.0,13.0
erotic,5.0,3.0
erotica,3.0,
eroticthrillercinemaxstyl,1.0,
err,1.0,2.0
errand,2.0,2.0
errant,,2.0
errat,3.0,2.0
erric,1.0,
errol,,5.0
erron,,1.0
error,6.0,6.0
errupt,1.0,
erstwhil,2.0,1.0
erudit,,1.0
erupt,13.0,6.0
eruptionfireearthquakeexplosiontsunamitornadometeorit,1.0,
erut,1.0,
erykah,1.0,
es,1.0,1.0
escal,4.0,11.0
escap,70.0,89.0
escapad,2.0,8.0
escape,,3.0
escapeasquicklyasyoucan,1.0,
escapist,2.0,7.0
eschew,1.0,9.0
escobar,1.0,
escort,3.0,4.0
eskow,,1.0
esmerelda,,1.0
esophagus,2.0,
esoter,,1.0
espadrill,,1.0
especi,113.0,192.0
espionag,,1.0
espionnag,1.0,
espn,1.0,
esposito,4.0,1.0
espous,,2.0
esqu,4.0,1.0
esquir,,2.0
essay,1.0,3.0
essenc,5.0,11.0
essenti,26.0,46.0
establish,36.0,32.0
estat,4.0,6.0
esteem,6.0,1.0
estefan,,1.0
estella,8.0,9.0
estevez,2.0,
esther,,1.0
estim,1.0,
estimatebut,,1.0
estrang,4.0,8.0
estrogen,1.0,1.0
estuff,,1.0
eszterha,16.0,
eszterhasish,1.0,
eszterhaz,,1.0
et,2.0,9.0
etc,48.0,36.0
etch,1.0,1.0
etern,14.0,11.0
ethan,18.0,27.0
ethel,1.0,2.0
ether,,4.0
etheraddict,,1.0
ethic,6.0,11.0
ethnic,5.0,3.0
ethnocentr,,1.0
etiquett,1.0,
etymolog,,1.0
euclidean,1.0,
eugen,12.0,13.0
eugenio,,1.0
euliss,,2.0
eulog,2.0,
eunuch,,1.0
euphor,1.0,1.0
euphoria,,1.0
eurocentr,,1.0
europ,4.0,11.0
european,8.0,12.0
eurotrash,,1.0
eurovamp,,1.0
eva,3.0,1.0
evactu,1.0,
evacu,7.0,2.0
evad,1.0,4.0
evalu,5.0,4.0
evan,6.0,7.0
evangel,,3.0
evangelist,1.0,
evangelista,,1.0
evapor,2.0,
evas,1.0,2.0
eve,39.0,7.0
evelyn,4.0,4.0
even,966.0,824.0
evenhand,1.0,
evennumb,,1.0
evenodd,,1.0
event,94.0,144.0
eventemp,1.0,
eventu,72.0,109.0
everaff,,1.0
everantsi,1.0,
everapp,,1.0
everawkward,,1.0
everbemus,1.0,
everchang,,1.0
everclear,1.0,
evercontrari,1.0,
everenjoy,,1.0
everett,6.0,3.0
everglad,1.0,
evergrow,,2.0
everinfecti,,1.0
everlast,1.0,1.0
everlik,,1.0
everpopular,1.0,1.0
everpres,,6.0
everreli,1.0,1.0
eversmold,1.0,
everton,2.0,
everybodi,31.0,21.0
everyday,2.0,14.0
everyman,1.0,8.0
everyon,155.0,169.0
everyonesgoingtogo,1.0,
everyoneyou,1.0,
everyth,156.0,190.0
everythingandthekitchensink,,1.0
everytim,,4.0
everywher,17.0,15.0
everywoman,1.0,
evict,1.0,3.0
evid,43.0,31.0
evidenc,3.0,3.0
evil,141.0,155.0
evilblackmail,1.0,
evildo,1.0,
eviley,,1.0
evilo,1.0,
evita,4.0,1.0
evn,,1.0
evoc,1.0,3.0
evok,5.0,11.0
evolut,12.0,6.0
evolutionari,1.0,
evolv,12.0,7.0
evolvethey,1.0,
ewan,4.0,11.0
ewwww,,1.0
ex,16.0,4.0
exacerb,2.0,2.0
exact,131.0,131.0
exacti,,1.0
exag,,1.0
exagger,10.0,18.0
exaggeratedthi,,1.0
exalt,,1.0
exam,2.0,3.0
examin,19.0,25.0
exampl,127.0,108.0
examplebut,1.0,
exarmi,1.0,
exasper,4.0,5.0
exassist,,1.0
exbasebal,,1.0
exbeau,1.0,
exboyfriend,5.0,2.0
exbrooklynit,1.0,
excalibur,1.0,
excav,,1.0
exceed,5.0,7.0
excel,29.0,112.0
excellentbutso,1.0,
except,145.0,132.0
exceptionali,,1.0
exceptioni,1.0,
exceptionlli,1.0,
excercis,,1.0
excerpt,2.0,6.0
excess,26.0,29.0
exchampion,,1.0
exchang,27.0,22.0
excircus,1.0,
excis,2.0,
excit,91.0,83.0
exclaim,7.0,4.0
exclam,,4.0
exclud,1.0,4.0
exclus,6.0,11.0
excommun,1.0,
excon,2.0,1.0
exconvict,,2.0
excop,6.0,
excrement,1.0,
excret,1.0,
excruci,14.0,
excruti,1.0,1.0
excurs,6.0,4.0
excus,40.0,22.0
excusesomeon,1.0,
exec,11.0,4.0
execept,1.0,
execr,2.0,
execut,55.0,55.0
execution,1.0,4.0
exemplari,,1.0
exemplifi,4.0,3.0
exercis,29.0,19.0
exert,1.0,1.0
exfan,1.0,
exfianc,,1.0
exfighterpilot,,1.0
exflam,1.0,
exfootbal,4.0,
exgangbang,1.0,
exgangsta,,1.0
exgirlfriend,8.0,4.0
exgovern,1.0,
exhal,1.0,1.0
exhaust,3.0,7.0
exhibit,13.0,7.0
exhilar,,7.0
exhiler,1.0,1.0
exhilir,1.0,
exhubbi,,1.0
exhum,1.0,
exhusband,3.0,3.0
exil,1.0,5.0
exira,1.0,1.0
exist,57.0,78.0
existenti,1.0,3.0
existentialist,,2.0
existenz,8.0,10.0
exit,12.0,8.0
exlax,,1.0
exley,,6.0
exlov,2.0,1.0
exmilitari,,1.0
exminingmaximum,,1.0
exminist,,1.0
exmodel,1.0,1.0
exnew,1.0,
exodus,,1.0
exolymp,1.0,
exoner,2.0,
exorbit,,1.0
exorc,2.0,
exorcis,1.0,
exorcist,10.0,7.0
exorcistrip,,1.0
exot,6.0,7.0
exotic,1.0,
exotica,1.0,2.0
expand,7.0,10.0
expans,,3.0
expansion,,1.0
expat,,1.0
expatri,,2.0
expect,189.0,197.0
expedi,,1.0
expedit,7.0,4.0
expel,3.0,1.0
expend,2.0,5.0
expens,26.0,22.0
experess,,1.0
experi,94.0,127.0
experienc,15.0,19.0
experiment,7.0,8.0
expert,20.0,19.0
expertis,4.0,1.0
expir,2.0,2.0
explain,99.0,87.0
explan,36.0,21.0
explant,1.0,
explet,2.0,
expletit,,1.0
explic,,1.0
explicit,10.0,12.0
explit,1.0,
explod,16.0,17.0
exploit,39.0,23.0
explor,32.0,57.0
exploratori,,1.0
explorermarin,1.0,
explos,37.0,37.0
exponenti,,1.0
exporn,1.0,1.0
export,1.0,
expos,12.0,22.0
exposit,8.0,4.0
exposur,3.0,1.0
expound,1.0,1.0
expreach,,1.0
expresid,1.0,
express,47.0,61.0
expression,,1.0
expressionist,2.0,2.0
expressionless,1.0,3.0
expressli,,1.0
exprison,,1.0
expug,,1.0
expuls,,2.0
expung,1.0,
exqueez,,1.0
exquisit,3.0,12.0
exrol,,1.0
exspeci,1.0,
exspi,,1.0
exspook,,1.0
exstens,,1.0
extem,1.0,
extend,24.0,14.0
extens,9.0,16.0
extent,15.0,6.0
exterior,2.0,7.0
extermin,2.0,8.0
extern,3.0,2.0
extinct,2.0,1.0
extinguish,,4.0
extort,2.0,2.0
extra,22.0,36.0
extract,6.0,
extracurricular,,3.0
extramarit,1.0,3.0
extran,4.0,4.0
extraordinair,1.0,3.0
extraordinari,11.0,31.0
extraordinarili,7.0,6.0
extrapol,,1.0
extrastrength,1.0,
extraterrestri,3.0,12.0
extravag,5.0,3.0
extravaganza,1.0,4.0
extraverted,1.0,
extrem,81.0,155.0
extremel,1.0,
extremist,1.0,2.0
extric,2.0,
exuber,1.0,5.0
exuberh,,1.0
exud,5.0,7.0
exunivers,1.0,
exwif,7.0,2.0
eye,134.0,137.0
eyebal,5.0,
eyebrow,1.0,2.0
eyecandi,1.0,2.0
eyecatch,4.0,6.0
eyefil,,1.0
eyeful,1.0,
eyegrab,,1.0
eyelash,,2.0
eyelevel,,1.0
eyelid,1.0,
eyeopen,,1.0
eyepop,2.0,2.0
eyepopp,1.0,
eyesight,1.0,
eyeturn,1.0,
eyewit,,1.0
eyr,,1.0
eyro,2.0,
ez,,2.0
ezekiel,,1.0
ezsterha,1.0,
fa,,12.0
faa,1.0,
fab,4.0,
fabiani,1.0,
fabio,1.0,
fabl,7.0,23.0
fablelik,,1.0
fabric,10.0,10.0
fabul,6.0,15.0
facad,4.0,5.0
face,134.0,179.0
facefirst,,1.0
facehugg,,2.0
faceless,3.0,2.0
facelift,,1.0
facemask,1.0,
faceoff,6.0,6.0
facepaint,1.0,
facet,2.0,2.0
faceti,3.0,
facetofac,1.0,4.0
facewhip,,1.0
facher,1.0,4.0
facial,9.0,11.0
facil,9.0,7.0
facilit,3.0,2.0
facinelli,5.0,
fact,303.0,293.0
factbut,1.0,
faction,1.0,3.0
facto,,2.0
factor,23.0,19.0
factori,9.0,13.0
factoryworkerturnedprostitut,,1.0
factthat,,1.0
factual,,1.0
faculti,3.0,1.0
fad,1.0,2.0
fade,10.0,9.0
faggot,1.0,1.0
fahdlan,4.0,
fahey,4.0,
fahrenheit,1.0,
fail,160.0,84.0
failsaf,,11.0
failur,39.0,20.0
faint,5.0,2.0
faintest,3.0,
faintheart,,2.0
fair,97.0,85.0
faircanticl,1.0,
fairchild,2.0,
fairer,,1.0
fairfax,1.0,
fairi,7.0,27.0
fairman,,1.0
fairytal,2.0,1.0
fairytaleinth,1.0,
fairytalelik,,1.0
faison,1.0,
faith,23.0,60.0
faithless,,1.0
fake,39.0,17.0
fakelook,2.0,
fakeout,1.0,
fakeri,1.0,
falco,1.0,
falcon,3.0,1.0
falk,,2.0
fall,190.0,191.0
fallaci,1.0,1.0
falldown,,1.0
fallen,19.0,24.0
fallibl,,1.0
falloff,,1.0
fallout,1.0,
fallow,,1.0
fals,14.0,24.0
falsehood,,3.0
falsetto,,1.0
falstaff,,1.0
falter,3.0,4.0
faltermey,1.0,
falwel,1.0,
falzon,3.0,
fame,20.0,41.0
familar,,3.0
famili,171.0,331.0
familiar,57.0,79.0
familyfath,1.0,
familyfriend,1.0,
familyori,1.0,1.0
familyrun,,1.0
familystyl,,1.0
famk,9.0,6.0
famous,33.0,58.0
fan,132.0,128.0
fanaro,,1.0
fanat,7.0,10.0
fanatasi,1.0,
fanatic,,1.0
fanbas,1.0,1.0
fancey,2.0,
fanci,13.0,12.0
fandom,,1.0
fanfar,1.0,3.0
fang,4.0,
fansand,1.0,
fantas,3.0,5.0
fantasi,35.0,58.0
fantasis,1.0,
fantast,16.0,54.0
fantasycomedi,1.0,
fantasyland,1.0,
fantasyon,,1.0
fantin,,7.0
fantsi,,1.0
far,210.0,222.0
farbetween,1.0,
farbissina,,1.0
farc,10.0,12.0
farcic,1.0,3.0
fare,43.0,32.0
farewel,1.0,
farfetch,3.0,4.0
fargo,6.0,19.0
farina,2.0,3.0
farley,2.0,1.0
farm,11.0,16.0
farmboy,,1.0
farmer,5.0,10.0
farmest,1.0,
faroff,,1.0
farout,,1.0
farquaad,,23.0
farrah,,3.0
farrel,6.0,
farrelli,23.0,8.0
farren,,1.0
farrow,1.0,
farstrength,1.0,
fart,12.0,3.0
farther,2.0,8.0
fartoocommon,1.0,
fas,,2.0
fasano,1.0,
fascin,20.0,70.0
fascism,3.0,3.0
fascist,2.0,8.0
fashion,33.0,63.0
fashionto,1.0,
fassbind,,2.0
fast,62.0,52.0
fastempti,,1.0
fasten,1.0,
faster,9.0,7.0
fasterthan,,1.0
fasterthangrav,1.0,
fasterthanlight,,1.0
fastest,1.0,6.0
fastfood,3.0,
fastforward,4.0,
fastmot,1.0,
fastmov,2.0,1.0
fastpac,10.0,11.0
fasttalk,2.0,5.0
fat,27.0,20.0
fatal,31.0,14.0
fatalist,,1.0
fatass,1.0,
fatboy,1.0,
fate,23.0,50.0
father,133.0,194.0
fatherandson,,1.0
fatherdaught,1.0,
fatherinlaw,,4.0
fatherknowsbest,,1.0
fatherless,,2.0
fatherson,1.0,5.0
fathom,4.0,2.0
fatigu,1.0,
fatter,,1.0
fatti,1.0,
fatuous,1.0,1.0
faucet,,1.0
faulkner,1.0,
fault,36.0,29.0
faulti,1.0,
faustian,,1.0
faux,5.0,3.0
fauxbloop,,1.0
fauxjingoist,1.0,
fauxpsycho,1.0,
fave,1.0,
favor,25.0,22.0
favorit,53.0,65.0
favour,2.0,4.0
favourit,10.0,4.0
favreau,1.0,12.0
fawcett,,2.0
fawcettstyl,,1.0
fawn,1.0,1.0
fax,1.0,3.0
fay,6.0,2.0
faylen,,1.0
fbi,33.0,33.0
fbiatf,1.0,
fbis,,1.0
fc,1.0,1.0
fe,,1.0
fealti,,1.0
fear,59.0,87.0
fearandloathinginlasvega,1.0,
fearest,1.0,
fearless,2.0,6.0
fearsom,,1.0
fearth,,1.0
feasibl,,3.0
feast,4.0,9.0
feat,5.0,13.0
feather,,3.0
featherbrain,1.0,
featheri,,1.0
featherston,4.0,2.0
featherweight,,1.0
featur,173.0,196.0
featurelength,2.0,3.0
featurett,1.0,1.0
febr,5.0,
febril,1.0,
februari,6.0,6.0
fecal,1.0,
fece,2.0,
fed,7.0,11.0
feder,11.0,29.0
federico,2.0,3.0
fedex,1.0,
fedoor,,1.0
fedora,4.0,
fee,1.0,7.0
feebl,11.0,
feeblemind,,1.0
feebli,2.0,1.0
feed,7.0,11.0
feeder,,1.0
feel,290.0,379.0
feelgood,3.0,15.0
feet,32.0,28.0
fegan,,1.0
fehmiu,1.0,
fehr,,2.0
feign,1.0,
feihong,,7.0
feingold,,2.0
feint,,1.0
feisti,6.0,4.0
felatio,1.0,
feldman,4.0,4.0
felic,1.0,5.0
felin,1.0,
felix,10.0,29.0
fell,12.0,11.0
fella,4.0,1.0
fellatio,3.0,1.0
fellini,,16.0
fellinian,,1.0
felliniesqu,,1.0
fellow,36.0,41.0
felon,1.0,2.0
felonystud,1.0,
felt,58.0,62.0
felton,,1.0
femal,60.0,40.0
fembot,,1.0
feminin,1.0,2.0
feminist,2.0,1.0
femk,1.0,
femm,12.0,6.0
femmebutchfemm,,1.0
fenc,2.0,8.0
fend,3.0,3.0
feng,,1.0
fenn,4.0,
fennyman,,1.0
fenster,,3.0
fer,1.0,
feral,1.0,1.0
ferdinand,,2.0
fergus,,3.0
ferguson,2.0,1.0
ferland,1.0,
fern,12.0,
fernanda,,2.0
fernando,1.0,1.0
feroc,1.0,1.0
feroci,1.0,10.0
ferrara,9.0,1.0
ferrari,,1.0
ferrel,4.0,4.0
ferrer,,2.0
ferrera,1.0,
ferret,2.0,1.0
ferretti,,1.0
ferri,3.0,9.0
ferrini,,1.0
fertil,1.0,1.0
fervent,2.0,
fervid,,1.0
fervor,2.0,4.0
fervour,1.0,
fess,1.0,
fest,3.0,2.0
fester,1.0,
festiv,16.0,18.0
fetal,2.0,
fetch,4.0,3.0
fete,,1.0
fetish,7.0,4.0
fetishist,2.0,
feud,2.0,2.0
feudal,,3.0
feuer,,1.0
feurerstein,1.0,
fever,7.0,5.0
feverish,2.0,1.0
few,335.0,348.0
fewer,3.0,5.0
fewest,1.0,
ffing,,6.0
fi,,1.0
fianc,14.0,8.0
fiance,7.0,8.0
fiasco,4.0,2.0
fibber,,1.0
fibe,,1.0
fiber,1.0,
fiberglass,1.0,
fichtner,9.0,5.0
fickl,,1.0
fiction,40.0,134.0
fictionesqu,,2.0
fictionsoci,,1.0
fictiontyp,,1.0
fictious,1.0,1.0
fictiti,3.0,2.0
fiddl,5.0,1.0
fide,,1.0
fidel,2.0,19.0
fidget,1.0,
fiefdom,,1.0
fiel,,1.0
field,33.0,38.0
fielder,,1.0
fiend,1.0,
fiendish,2.0,1.0
fienn,12.0,14.0
fierc,4.0,6.0
fiercer,1.0,
fieri,4.0,4.0
fierstein,,4.0
fiesti,,1.0
fifteen,25.0,29.0
fifteenminut,1.0,
fifth,19.0,14.0
fifti,7.0,7.0
fiftieth,1.0,
fiftythre,,1.0
fig,2.0,
figaro,,1.0
figgi,,2.0
fight,199.0,169.0
fighter,21.0,9.0
fightin,1.0,
fightpick,1.0,
fightrocki,,1.0
figuera,1.0,
figueroa,1.0,
figur,118.0,97.0
figurehead,1.0,
figurewatch,,1.0
figurin,1.0,1.0
fiji,,1.0
filbi,,1.0
file,5.0,8.0
filer,,1.0
filial,,2.0
filimg,1.0,
filipino,,1.0
fill,84.0,103.0
filler,6.0,1.0
fillet,1.0,
fillintheblankamericancomedi,,1.0
film,3536.0,4260.0
filmak,1.0,
filmand,2.0,
filmclass,,1.0
filmdom,,1.0
filmespeci,1.0,
filmfreakcentr,1.0,
filmgo,2.0,1.0
filmgoer,1.0,2.0
filmhannib,,1.0
filmi,1.0,1.0
filmic,,2.0
filmmak,150.0,127.0
filmmka,,1.0
filmmus,,1.0
filmnoir,,3.0
filmon,,2.0
filmor,1.0,
filmplac,1.0,
filmschoolish,,1.0
filmth,1.0,1.0
filmtwic,,1.0
filmwithinafilm,,2.0
filmwithinthefilm,,1.0
filmwrit,1.0,
filter,6.0,7.0
filteredlight,1.0,
filth,3.0,
filthi,2.0,1.0
fim,1.0,
fin,1.0,1.0
final,242.0,322.0
financ,1.0,4.0
financi,14.0,20.0
finch,4.0,7.0
fincher,4.0,19.0
find,383.0,476.0
findsh,,1.0
fine,81.0,135.0
finelook,1.0,
finelycraft,,1.0
finelyr,,1.0
finelytun,1.0,1.0
finer,2.0,3.0
finess,3.0,2.0
finest,3.0,35.0
finfer,,1.0
fing,1.0,
fingal,,7.0
finger,26.0,13.0
fingernail,2.0,11.0
fingerpoint,,1.0
fingerprint,3.0,4.0
fingertip,1.0,1.0
finish,33.0,38.0
finit,1.0,
fink,,1.0
finklestein,,1.0
finley,1.0,
finn,16.0,14.0
finnegan,2.0,
finney,5.0,
finzi,,1.0
fiona,3.0,15.0
fionnula,,1.0
fiorentino,,12.0
fiorina,,1.0
fire,78.0,58.0
firearm,3.0,2.0
