,neg,pos
convey,16.0,40.0
convict,29.0,37.0
convienc,,1.0
convinc,91.0,111.0
convolut,17.0,8.0
convuls,1.0,1.0
conway,,1.0
coo,4.0,1.0
cooder,1.0,
coogan,,1.0
cook,22.0,10.0
cooki,9.0,5.0
cookiecutt,5.0,1.0
cool,90.0,60.0
cooland,,1.0
coolashel,,1.0
cooler,2.0,2.0
coolest,3.0,1.0
cooli,,1.0
coolidg,1.0,1.0
coolio,1.0,
coolli,1.0,
cooper,20.0,18.0
coordin,4.0,3.0
coown,,1.0
coowner,1.0,
cop,93.0,105.0
copacabana,,1.0
copbad,,1.0
copbuddi,1.0,
copcorrupt,1.0,
cope,7.0,15.0
copen,1.0,
copfbi,1.0,
copgonebad,,1.0
copi,22.0,25.0
copier,1.0,
copilot,,1.0
copious,2.0,2.0
copkil,,2.0
copland,2.0,
copout,3.0,1.0
copper,1.0,3.0
coppingout,,1.0
coppola,5.0,9.0
coproduc,5.0,2.0
coproduct,1.0,
coprotagonist,1.0,
copsonthetrailofserialkil,,1.0
copter,,1.0
copul,4.0,1.0
copwhoseesashleyfleeinganaccidentsceneand,1.0,
copycat,1.0,2.0
copymachin,,1.0
copyright,8.0,3.0
copywrit,,1.0
coquett,1.0,
cora,2.0,
coraci,,1.0
corbett,,1.0
corbin,3.0,
cord,4.0,
cordless,2.0,
core,24.0,20.0
corey,3.0,
corinthian,1.0,
cork,1.0,1.0
corki,12.0,1.0
corleon,,2.0
cormack,1.0,
corman,4.0,1.0
cormangrad,1.0,
cormanwannab,,1.0
corn,8.0,5.0
cornbal,1.0,2.0
cornel,1.0,
cornelius,,2.0
corner,25.0,20.0
cornerston,,2.0
cornfield,1.0,1.0
corni,19.0,15.0
cornish,1.0,
cornucopia,2.0,1.0
cornwal,1.0,
coron,1.0,
corp,1.0,2.0
corpor,8.0,21.0
corporationfund,,1.0
corps,15.0,11.0
corpserot,1.0,
corpul,,1.0
corral,,1.0
correct,21.0,21.0
correl,1.0,1.0
correspond,1.0,6.0
corridor,6.0,5.0
corridortunnelairduct,1.0,
corrobor,,1.0
corrod,,1.0
corrupt,14.0,32.0
corruptor,4.0,1.0
corso,1.0,
corsuc,,1.0
cort,,3.0
cortez,,1.0
corusc,,3.0
corvett,1.0,
cos,,2.0
cosbi,,1.0
coscreenwrit,,4.0
coscript,,1.0
cosett,,5.0
cosettemarius,,1.0
cosex,1.0,
cosmet,,1.0
cosmic,1.0,
cosmonaut,,1.0
cosmopolitan,,1.0
cosmos,1.0,2.0
cost,20.0,27.0
costa,1.0,2.0
costanza,,2.0
costar,23.0,21.0
costello,1.0,
costner,18.0,20.0
costum,50.0,59.0
cotner,1.0,
coto,,1.0
cottag,1.0,4.0
cotteril,,1.0
cotton,4.0,7.0
cottonmouth,1.0,
couch,7.0,6.0
cough,5.0,2.0
coughlan,2.0,
coulda,,3.0
couldn,1.0,1.0
couldnt,86.0,47.0
couldrun,1.0,
couldv,16.0,4.0
coulmier,,1.0
council,1.0,2.0
councilmemb,1.0,
councilmen,,1.0
counfound,1.0,
counsel,6.0,1.0
counsellor,1.0,1.0
counselor,7.0,6.0
count,54.0,27.0
countat,,1.0
countdown,2.0,1.0
counten,,2.0
counter,4.0,6.0
counteract,,1.0
counterargu,1.0,
counterattack,2.0,1.0
counterbal,,1.0
counterbalanc,2.0,
countercultur,1.0,1.0
counterexampl,,1.0
counterfeit,4.0,
counterfeitlook,1.0,
countermand,,1.0
countermeasur,,1.0
counterpart,9.0,9.0
counterpoint,3.0,4.0
counterprogram,,1.0
counterterrorist,1.0,
countess,,3.0
counti,3.0,3.0
countless,22.0,11.0
countri,51.0,86.0
countryman,,2.0
countrysid,2.0,7.0
countrywid,1.0,
coup,3.0,1.0
coupl,173.0,150.0
couplehood,1.0,
couplet,,1.0
courag,7.0,25.0
courier,2.0,3.0
cours,227.0,222.0
court,8.0,38.0
courteney,,4.0
courteous,,1.0
courtesan,1.0,1.0
courtesi,7.0,10.0
courtland,,1.0
courtney,19.0,7.0
courtoom,1.0,
courtord,1.0,
courtroom,21.0,28.0
courtroomcertain,,1.0
courtship,3.0,2.0
courtyard,,1.0
cousin,15.0,20.0
coutroom,1.0,
coutur,,1.0
coven,2.0,1.0
coventur,,1.0
cover,69.0,67.0
coverag,1.0,4.0
covert,2.0,1.0
coverup,9.0,4.0
covet,2.0,3.0
cow,1.0,3.0
coward,2.0,5.0
cowardic,,2.0
cowboy,10.0,41.0
cower,3.0,
cowgirl,,3.0
cowmoo,1.0,
cowork,14.0,31.0
cowrit,7.0,13.0
cowriterdirector,1.0,
cowritten,3.0,5.0
cowrot,5.0,4.0
cox,17.0,12.0
coy,,1.0
coyl,1.0,7.0
coyot,9.0,
coz,,1.0
cozart,1.0,
cozi,2.0,1.0
cp,,1.0
cpl,1.0,
cpo,,5.0
crab,13.0,3.0
crabbi,1.0,
crack,30.0,29.0
crackdown,1.0,
cracker,2.0,
crackerjack,1.0,
crackin,,2.0
crackl,4.0,3.0
cracraft,,1.0
cradl,8.0,4.0
craft,21.0,33.0
craftednot,,1.0
crafti,2.0,2.0
craftili,,1.0
craftor,1.0,
craftsmanship,1.0,5.0
craggi,,1.0
craig,8.0,17.0
cram,7.0,2.0
cramp,,4.0
cranberri,1.0,
crane,4.0,3.0
cranium,2.0,
crank,5.0,4.0
cranki,4.0,2.0
cranni,,1.0
crap,40.0,16.0
crapper,1.0,
crappi,6.0,1.0
crash,47.0,40.0
crass,5.0,3.0
crasslycalcul,1.0,
crate,1.0,1.0
crater,2.0,
crave,5.0,5.0
craven,6.0,8.0
cravendirect,1.0,
crawford,16.0,2.0
crawl,12.0,10.0
craze,16.0,11.0
crazedlook,1.0,
crazi,32.0,29.0
craziest,,1.0
creak,,1.0
creaki,10.0,4.0
cream,9.0,6.0
creamfil,,1.0
creami,1.0,
creat,136.0,236.0
creation,16.0,20.0
creativ,38.0,37.0
creator,13.0,23.0
creatorown,1.0,
creatur,57.0,56.0
credenc,2.0,
credenti,2.0,3.0
credibilityin,,1.0
credibl,30.0,22.0
credit,143.0,122.0
creditor,1.0,
creditswho,1.0,
credo,1.0,1.0
credul,1.0,3.0
creed,1.0,1.0
creedenc,,1.0
creek,10.0,4.0
creep,6.0,15.0
creeper,,1.0
creepi,29.0,31.0
creepier,2.0,1.0
creepiest,1.0,1.0
creepili,,1.0
creepsand,,1.0
creepylook,,1.0
cremat,,3.0
cremer,,1.0
cremet,,2.0
crenna,1.0,
crept,1.0,
crescendo,1.0,4.0
crest,1.0,
crestfallen,1.0,
cretac,,1.0
cretin,2.0,
crevass,1.0,
crevillen,,1.0
crew,73.0,89.0
crewcut,1.0,
crewman,1.0,1.0
crewmat,1.0,1.0
crewmemb,,4.0
crewmen,,1.0
cri,40.0,35.0
crib,5.0,4.0
crichton,12.0,2.0
cricket,,4.0
crickey,,1.0
crime,61.0,102.0
crimefight,3.0,
crimefoil,,1.0
crimegonewrong,,1.0
crimesgonewrong,,1.0
crimin,42.0,66.0
crimson,,8.0
cring,16.0,5.0
cringeinduc,1.0,
cringeworhi,,1.0
cringeworthi,1.0,
crinkl,,1.0
crippl,4.0,8.0
crise,2.0,3.0
crisi,12.0,31.0
crisp,7.0,15.0
crispin,1.0,
crispli,1.0,
cristal,,3.0
cristof,3.0,1.0
cristoff,6.0,
criteria,1.0,1.0
criterion,1.0,
critic,92.0,157.0
criticallysavag,1.0,
criticdavid,1.0,
criticis,3.0,1.0
criticmod,,1.0
criticproof,2.0,
critiqu,16.0,21.0
critter,,2.0
croaker,1.0,1.0
croatia,,2.0
croatian,,3.0
croc,6.0,
crochet,,1.0
crochunt,1.0,
crock,2.0,
crocker,,1.0
crocodil,9.0,1.0
croft,13.0,
cromwel,20.0,12.0
cronenberg,3.0,11.0
cronenberggor,1.0,
cronenbergto,,1.0
cronfront,,1.0
croni,,6.0
crono,3.0,
crook,18.0,11.0
croon,2.0,3.0
crop,6.0,2.0
cropdust,1.0,
crosbi,2.0,
cross,41.0,55.0
crossan,,1.0
crossbre,1.0,
crossburn,1.0,
crosscountri,3.0,
crosscut,2.0,1.0
crossdress,1.0,2.0
crossgat,,3.0
crossov,,1.0
crosspollin,,1.0
crossroad,1.0,
crosss,1.0,
crossword,,1.0
crotch,4.0,1.0
crotchbit,1.0,
crotcheti,2.0,
crouch,1.0,4.0
croupier,,1.0
crous,1.0,
crow,20.0,33.0
crowbar,,1.0
crowchild,1.0,
crowd,33.0,32.0
crowddraw,,1.0
crowdpleas,,3.0
crown,8.0,7.0
crs,2.0,2.0
cru,,1.0
crucial,12.0,19.0
crucibl,6.0,1.0
crucifi,4.0,
crucifix,1.0,1.0
crud,3.0,
cruddi,1.0,
crude,13.0,16.0
cruder,1.0,
crue,,1.0
cruel,7.0,14.0
cruella,6.0,
cruelli,,3.0
cruelti,4.0,10.0
cruis,43.0,22.0
cruisepaul,,1.0
cruiser,6.0,1.0
crumb,2.0,1.0
crumbl,6.0,2.0
crummi,3.0,1.0
crump,,1.0
crumpl,,1.0
crunch,1.0,2.0
crunchabl,1.0,
crunchem,,1.0
crunchili,1.0,
crusad,11.0,3.0
crush,16.0,16.0
crusher,2.0,
cruso,1.0,
crust,1.0,2.0
crusti,2.0,1.0
crutch,1.0,
crux,1.0,2.0
cruz,6.0,3.0
crybabi,2.0,
cryin,2.0,
cryofreez,,1.0
cryogen,5.0,4.0
cryotub,,1.0
crypt,1.0,
cryptic,3.0,4.0
crystal,32.0,23.0
crystalhugh,1.0,
cs,,1.0
cu,1.0,
cuaron,,1.0
cuarsn,1.0,
cub,1.0,2.0
cuba,9.0,22.0
cuban,3.0,8.0
cubanmiami,1.0,
cube,13.0,3.0
cubicl,1.0,1.0
cubiclefil,,1.0
cubism,,1.0
cuckold,,2.0
cuckoo,3.0,
cuckor,,2.0
cucumb,,1.0
cudd,1.0,1.0
cuddi,,1.0
cue,13.0,11.0
cuesta,3.0,
cuff,,1.0
cui,,1.0
cujo,1.0,
culimin,,1.0
culinari,1.0,1.0
culkin,2.0,5.0
cull,,3.0
cullen,1.0,
culmin,7.0,10.0
culpabl,,2.0
culprit,4.0,
cult,25.0,35.0
cultclass,,1.0
cultish,,1.0
cultiv,1.0,
cultlik,,1.0
cultstatus,,1.0
cultur,26.0,67.0
cultureclash,1.0,1.0
culturespecif,,1.0
cum,5.0,1.0
cumberland,,1.0
cumbersom,,1.0
cumislamicmissionari,1.0,
cumul,,2.0
cun,1.0,6.0
cunningham,,4.0
cuong,,1.0
cup,13.0,10.0
cupacoffe,,1.0
cur,3.0,1.0
curb,,1.0
curdl,,9.0
cure,10.0,17.0
curfew,2.0,
curios,10.0,13.0
curious,16.0,20.0
curl,4.0,1.0
curlyhair,,1.0
curmudgeon,2.0,5.0
currenc,1.0,
current,35.0,44.0
currentfilm,1.0,
curri,,6.0
currysp,,1.0
curs,8.0,13.0
cursori,1.0,2.0
curtail,1.0,1.0
curtain,3.0,7.0
curti,11.0,20.0
curtin,,1.0
curtiz,,1.0
curtolo,,1.0
curv,3.0,6.0
curvebal,1.0,1.0
cusack,12.0,46.0
cusackian,,1.0
cush,,1.0
cusp,,1.0
custodi,8.0,7.0
custodian,2.0,
custom,11.0,28.0
customari,,4.0
customtailor,,1.0
cut,110.0,90.0
cutandpast,1.0,
cute,51.0,42.0
cutesi,4.0,4.0
cutest,,1.0
cutfromnc,1.0,
cuthertonsmyth,1.0,
cuti,1.0,
cutin,1.0,
cutleri,1.0,
cutout,8.0,1.0
cutrat,1.0,
cutsi,1.0,
cutter,,3.0
cutthroat,3.0,2.0
cuttingandpast,,1.0
cuttingedg,1.0,1.0
cuz,,1.0
cy,,10.0
cyan,1.0,
cyanid,,1.0
cybercouri,1.0,
cyberdog,1.0,
cyberkil,1.0,
cyberpunk,,1.0
cybil,1.0,3.0
cyborg,,4.0
cyborgninja,,1.0
cyborsuit,,10.0
cycl,6.0,4.0
cyclic,,1.0
cyclop,,1.0
cylind,,2.0
cylk,1.0,
cymbal,1.0,
cyndi,1.0,
cynic,18.0,23.0
cynthia,9.0,19.0
cyr,1.0,
cyril,1.0,2.0
cyrus,,2.0
cys,,1.0
czech,,2.0
czechoslovakia,2.0,
da,3.0,5.0
dab,1.0,2.0
dabbl,1.0,1.0
dabedah,,1.0
dabney,2.0,
dabo,2.0,
dachshund,1.0,
dad,35.0,36.0
daddi,13.0,4.0
daemon,,1.0
daena,1.0,
daffi,2.0,
dafo,11.0,5.0
daft,1.0,1.0
dagger,1.0,
daggeredg,,1.0
dahdum,,1.0
dahl,1.0,4.0
dahlgren,,1.0
daili,9.0,8.0
dainti,,2.0
dairi,2.0,2.0
daisi,6.0,3.0
dajani,,1.0
dakinah,,1.0
dakota,1.0,1.0
dalai,,6.0
dale,1.0,2.0
dalek,,4.0
daley,2.0,
dali,,2.0
dall,1.0,
dalla,6.0,4.0
dallben,,3.0
dallianc,1.0,1.0
dallwitz,,1.0
dalmat,1.0,
dalmatian,16.0,1.0
dalton,2.0,4.0
dalva,1.0,
dam,1.0,2.0
damag,20.0,14.0
dame,5.0,9.0
dami,,2.0
damian,1.0,
damm,49.0,20.0
dammedenni,1.0,
dammewesley,1.0,
dammit,1.0,1.0
damn,46.0,37.0
damnat,1.0,1.0
damnedest,,1.0
damnit,2.0,1.0
damnnear,1.0,
damon,2.0,43.0
damp,1.0,
dampen,2.0,1.0
damper,,2.0
damsel,5.0,1.0
damselindistress,,1.0
dan,14.0,19.0
dana,10.0,3.0
danc,50.0,77.0
dancefloor,,1.0
dancer,16.0,10.0
dancesan,,1.0
dancesong,,1.0
dandi,2.0,4.0
dane,16.0,9.0
danforth,1.0,
dang,1.0,3.0
dangelo,4.0,2.0
danger,45.0,52.0
dangerattempt,1.0,
dangerfield,5.0,
dangermor,1.0,
dangl,8.0,2.0
dani,,1.0
danica,3.0,
daniel,24.0,28.0
daniell,7.0,4.0
danika,3.0,
danilov,,2.0
danish,,5.0
dank,2.0,3.0
dann,2.0,
danna,,3.0
danner,4.0,
danni,31.0,58.0
dannyher,1.0,
dano,2.0,1.0
danson,3.0,1.0
dant,16.0,14.0
danver,3.0,6.0
danza,,1.0
daper,,1.0
daphn,,9.0
dapper,,1.0
daqught,1.0,
dar,,5.0
darabont,2.0,1.0
daragon,,1.0
darbi,,4.0
darc,,2.0
darci,3.0,3.0
dare,16.0,36.0
daredevil,4.0,1.0
dargus,,1.0
daria,,1.0
dario,,4.0
darius,3.0,1.0
dariush,,1.0
dark,78.0,181.0
darken,2.0,2.0
darker,2.0,14.0
darkest,2.0,5.0
darkman,4.0,1.0
darl,,3.0
darlen,,6.0
darn,9.0,11.0
darnel,,1.0
darrel,3.0,
darren,7.0,1.0
darrow,,2.0
darryl,10.0,
dart,1.0,4.0
dartagnan,6.0,
dartangnan,1.0,
darth,8.0,19.0
darthur,,1.0
darwin,1.0,1.0
daryl,8.0,8.0
das,,4.0
dash,12.0,6.0
dashboard,1.0,1.0
dastard,2.0,1.0
daswon,,1.0
data,19.0,10.0
databas,2.0,1.0
datalink,,1.0
date,57.0,83.0
dateless,1.0,
datelin,1.0,
datenight,,1.0
dateunsound,1.0,
datingand,,1.0
daugher,,2.0
daughter,117.0,94.0
daunt,1.0,1.0
dave,5.0,10.0
davegood,,1.0
davi,16.0,26.0
david,100.0,137.0
davidovich,2.0,1.0
davidovitch,1.0,
davidson,10.0,5.0
davidtz,,6.0
davin,,1.0
davison,2.0,1.0
dawkin,2.0,
dawn,8.0,19.0
dawnt,1.0,
dawson,11.0,12.0
dawsonscreek,1.0,
day,310.0,362.0
daydream,1.0,3.0
dayglo,,1.0
daylewi,,6.0
daylight,5.0,13.0
daysa,1.0,
daystyl,1.0,
daytim,1.0,2.0
daytoday,,3.0
daytripp,,1.0
daze,5.0,3.0
dazzl,7.0,25.0
db,1.0,
dc,1.0,2.0
dd,,1.0
dday,1.0,4.0
de,57.0,105.0
dea,,2.0
deacon,4.0,1.0
dead,164.0,131.0
deadand,1.0,
deadbang,14.0,
deadbeat,1.0,
deaden,2.0,2.0
deadend,2.0,7.0
deadlier,1.0,
deadlin,1.0,2.0
deadman,2.0,
deadmanoncampus,2.0,
deadon,4.0,6.0
deadpan,4.0,10.0
deadset,1.0,
deadweight,1.0,
deadzon,1.0,
deaf,2.0,2.0
deafen,1.0,
deafmut,,1.0
deaki,,1.0
deakin,,5.0
deal,109.0,135.0
dealer,15.0,19.0
dealt,13.0,10.0
dean,17.0,25.0
deanna,3.0,
deapen,,1.0
dearest,5.0,
dearth,2.0,
death,163.0,181.0
deathb,1.0,1.0
deathblow,1.0,
deathdefi,2.0,
deathless,,5.0
deathlyil,,1.0
deathobssess,,1.0
deathrow,,1.0
debacl,4.0,4.0
debas,,1.0
debat,2.0,23.0
debaucheri,2.0,2.0
debbi,1.0,4.0
debello,1.0,
debilit,,1.0
debney,1.0,
debonair,3.0,
deborah,4.0,3.0
debra,1.0,
debri,,2.0
debt,6.0,16.0
debussi,,1.0
debut,39.0,41.0
debutant,1.0,1.0
debutstar,,1.0
decad,33.0,59.0
decadenet,1.0,
decadesspan,,1.0
decadeth,,1.0
decapit,10.0,6.0
decaprio,,2.0
decay,2.0,6.0
deceas,9.0,2.0
deceit,3.0,2.0
deceiv,3.0,13.0
decemb,5.0,13.0
decemeb,,1.0
decenc,4.0,4.0
decent,73.0,42.0
decept,3.0,13.0
decid,163.0,157.0
deciev,,1.0
decim,,2.0
deciph,4.0,1.0
decipher,1.0,
decipl,1.0,
decis,34.0,42.0
deck,11.0,13.0
decker,,1.0
declan,3.0,
declar,13.0,21.0
declin,9.0,3.0
decod,1.0,1.0
decompos,1.0,
deconstruct,4.0,5.0
decor,8.0,5.0
decorum,1.0,
decoy,1.0,
decre,1.0,4.0
decreas,3.0,5.0
decrementlifebyminut,1.0,
decrepit,1.0,3.0
decrimin,1.0,
decter,,1.0
dedic,15.0,19.0
deduc,1.0,1.0
deduct,2.0,1.0
dee,3.0,3.0
deed,3.0,11.0
deede,1.0,
deedl,18.0,
deejay,1.0,1.0
deem,7.0,8.0
deemphas,,1.0
deep,103.0,87.0
deepa,,2.0
deepak,1.0,
deepcor,4.0,
deepen,,3.0
deeper,22.0,23.0
deepest,,2.0
deepli,9.0,24.0
deepseat,1.0,
deepspac,,1.0
deepti,1.0,
deepvoic,1.0,
deer,1.0,4.0
deerintheheadlight,2.0,
def,1.0,
defac,,1.0
defang,1.0,
default,2.0,
defean,,2.0
defeat,10.0,17.0
defec,,1.0
defect,2.0,6.0
defenc,1.0,
defenceless,1.0,
defend,13.0,21.0
defendersvideo,1.0,
defens,10.0,20.0
defenseless,,1.0
defer,1.0,1.0
defi,13.0,9.0
defianc,,2.0
defiant,1.0,2.0
defici,8.0,
deficit,1.0,2.0
defienc,1.0,
defil,,2.0
defin,21.0,31.0
definet,,1.0
definit,58.0,108.0
deflat,2.0,
deflect,3.0,
deflow,1.0,1.0
deforc,1.0,
deform,1.0,1.0
deft,2.0,14.0
defunct,,1.0
defus,3.0,1.0
degaul,1.0,
degen,1.0,
degener,23.0,7.0
deglamor,,1.0
degrad,3.0,5.0
degre,22.0,21.0
deguerin,1.0,
dehaven,,1.0
dehuman,1.0,
deiti,,1.0
deja,3.0,3.0
dejavu,,1.0
deject,2.0,
dekay,,1.0
del,15.0,9.0
delacroix,,1.0
delaney,5.0,
delani,3.0,
delaurentii,1.0,
delawar,,1.0
delay,2.0,4.0
delect,1.0,2.0
deleg,1.0,2.0
delet,3.0,7.0
delgado,1.0,1.0
delhi,,1.0
delia,4.0,1.0
deliber,10.0,21.0
delic,6.0,10.0
delicaci,2.0,1.0
delicatelynarr,,1.0
delicatessen,2.0,2.0
delici,8.0,19.0
delight,28.0,77.0
delilah,,2.0
delin,,3.0
delinqu,1.0,
deliri,2.0,2.0
deliv,89.0,130.0
deliver,2.0,6.0
delivere,,1.0
deliveri,12.0,21.0
deliversmeaning,,1.0
dell,,1.0
della,2.0,
dellaplan,5.0,
delmar,,6.0
delor,1.0,
delorean,1.0,
delorenzo,,1.0
delpi,6.0,1.0
delro,1.0,
delroy,4.0,5.0
delta,,3.0
delud,2.0,
delug,1.0,
deluis,1.0,
delus,1.0,2.0
delusion,1.0,2.0
delv,4.0,12.0
demand,32.0,33.0
demarco,1.0,1.0
demarkov,3.0,
deme,1.0,1.0
demean,4.0,4.0
demeanor,5.0,14.0
demeanour,,1.0
dement,5.0,11.0
demi,6.0,3.0
demigod,1.0,
demill,,3.0
demis,7.0,13.0
demm,1.0,2.0
demo,1.0,3.0
democraci,,3.0
democrat,1.0,8.0
demograph,5.0,2.0
demolish,,2.0
demolit,2.0,
demoliton,1.0,
demon,19.0,11.0
demonfight,1.0,
demonicpow,1.0,
demonstr,32.0,35.0
demornay,2.0,
demornaylik,,1.0
demot,3.0,
demur,,1.0
demystif,,1.0
den,3.0,3.0
dench,3.0,8.0
deneuv,3.0,
deni,17.0,29.0
denial,1.0,9.0
denigr,,1.0
deniro,12.0,18.0
denis,19.0,13.0
denizen,2.0,1.0
denker,,1.0
denmark,1.0,2.0
dennehi,1.0,2.0
denni,45.0,28.0
dennison,,1.0
denomin,2.0,2.0
denouement,5.0,2.0
denounc,1.0,3.0
dens,2.0,3.0
dent,,3.0
dental,3.0,
dentist,3.0,1.0
denton,,2.0
denver,4.0,6.0
denzel,3.0,20.0
depak,1.0,
depalma,11.0,8.0
depardieu,2.0,3.0
depart,25.0,32.0
departur,4.0,11.0
depend,23.0,16.0
deperson,,1.0
depict,20.0,56.0
depit,1.0,
deplet,,2.0
deplor,1.0,
deploy,1.0,1.0
deport,,3.0
deporte,,1.0
deposit,3.0,3.0
depp,17.0,12.0
depptyp,1.0,
deprav,6.0,5.0
depreci,,1.0
depress,43.0,30.0
depressionera,,1.0
depriv,3.0,7.0
deprivationappreci,,1.0
deprophes,1.0,
depsit,,1.0
depth,39.0,64.0
depthless,1.0,
deputi,2.0,4.0
der,6.0,2.0
derail,2.0,4.0
derang,7.0,5.0
derbi,,1.0
derek,5.0,43.0
derelict,1.0,1.0
derid,,2.0
deris,3.0,
deriv,24.0,15.0
dermot,1.0,
dern,4.0,4.0
derogatori,1.0,
derringdo,1.0,1.0
dershowitz,,5.0
des,,3.0
desast,3.0,
descend,6.0,8.0
descent,2.0,3.0
deschanel,1.0,2.0
describ,58.0,60.0
descript,8.0,14.0
desensit,1.0,
desert,22.0,39.0
deserv,56.0,98.0
design,59.0,98.0
desintegr,1.0,
desir,31.0,60.0
desire,1.0,3.0
desk,6.0,4.0
desklamp,,1.0
desktop,1.0,
desmond,1.0,6.0
desol,4.0,5.0
despair,4.0,10.0
despar,,1.0
desper,63.0,59.0
desperado,1.0,5.0
desperat,,1.0
despic,11.0,4.0
despis,3.0,4.0
despit,98.0,163.0
despond,1.0,1.0
dessert,,2.0
destabil,,1.0
destin,11.0,52.0
destini,5.0,11.0
destitut,2.0,
destroy,68.0,64.0
destruct,15.0,29.0
detach,9.0,14.0
detail,56.0,121.0
detat,,1.0
detatch,,1.0
detect,51.0,68.0
detector,2.0,1.0
deter,,4.0
deterior,6.0,3.0
determin,39.0,51.0
detest,6.0,2.0
dethron,1.0,2.0
detmer,,2.0
deton,4.0,3.0
detorri,1.0,
detour,1.0,4.0
detox,1.0,2.0
detr,,2.0
detract,6.0,18.0
detractor,1.0,4.0
detriment,3.0,3.0
detritus,,1.0
detroit,10.0,10.0
deuc,17.0,9.0
deus,1.0,1.0
deusexmachina,1.0,
deutch,1.0,
deuteronomi,,1.0
deux,,1.0
devarimyom,,1.0
devast,7.0,20.0
develop,139.0,147.0
devereaux,1.0,2.0
devest,1.0,1.0
devianc,,1.0
deviant,2.0,2.0
deviat,1.0,2.0
devic,58.0,39.0
deviceyou,1.0,
devil,53.0,18.0
devilish,1.0,4.0
devin,3.0,13.0
devious,3.0,1.0
devirgin,1.0,
devis,5.0,10.0
devito,11.0,12.0
devlin,4.0,1.0
devoid,13.0,6.0
devolv,5.0,2.0
devon,1.0,4.0
devot,21.0,24.0
devote,,2.0
devour,1.0,2.0
devout,4.0,2.0
dewayn,1.0,
dewey,1.0,3.0
dewi,1.0,
dewitt,,7.0
dewyey,1.0,
dexter,2.0,
dextrous,,1.0
dey,,3.0
dfen,,2.0
dgas,1.0,
dharma,1.0,2.0
dhawan,,2.0
di,9.0,2.0
diabet,1.0,
diablo,1.0,
diabol,10.0,7.0
diaboliqu,1.0,
diagnosi,1.0,1.0
diago,1.0,
dial,3.0,2.0
dialect,,4.0
dialog,19.0,14.0
dialogu,210.0,157.0
dialoguedriven,,1.0
dialogueless,,1.0
dialoguethos,,1.0
dialoug,,1.0
diametr,1.0,1.0
diamond,20.0,25.0
dian,16.0,8.0
diana,4.0,1.0
diann,2.0,2.0
diaper,1.0,
diaphragm,1.0,
diari,10.0,3.0
diarist,,1.0
diarrhea,2.0,
diasappoint,,1.0
diatrib,2.0,2.0
diaz,4.0,25.0
dicaprio,15.0,25.0
dice,9.0,2.0
dichotom,,1.0
dichotomi,1.0,2.0
dicillo,1.0,
dick,20.0,17.0
dicken,5.0,10.0
dickensera,,1.0
dickerson,1.0,
dicki,1.0,
dickinson,,1.0
dickson,2.0,
dictat,1.0,5.0
dictatorship,,2.0
diction,1.0,1.0
dictionari,1.0,2.0
didact,,2.0
didd,1.0,1.0
didi,,1.0
didn,1.0,
didnt,228.0,169.0
die,177.0,138.0
diego,1.0,5.0
diehard,7.0,6.0
dien,10.0,6.0
dierdr,2.0,
diesel,,9.0
diesl,,1.0
diet,1.0,2.0
dietl,,1.0
dietrich,,1.0
differ,141.0,248.0
differentblack,1.0,
differenti,7.0,2.0
differnt,1.0,
difficult,56.0,80.0
difficulti,8.0,10.0
diffus,2.0,
difilippo,1.0,
dig,20.0,12.0
digest,12.0,3.0
digestgumpian,1.0,
digg,5.0,5.0
digger,1.0,4.0
diggler,,4.0
digimon,2.0,
digit,19.0,24.0
dignam,1.0,
dignifi,2.0,3.0
dignitari,,1.0
digniti,9.0,13.0
digress,5.0,2.0
diguis,,1.0
dil,,6.0
dilapid,2.0,1.0
dilbert,1.0,2.0
dilbertesqu,,1.0
dilema,1.0,
dilemma,7.0,11.0
dilig,1.0,
dill,3.0,
dillon,5.0,30.0
dilorenzo,1.0,
dilut,1.0,4.0
dim,3.0,3.0
dimbulb,1.0,
dime,2.0,
dimens,12.0,10.0
dimension,4.0,5.0
dimesion,,1.0
dimetrodon,,1.0
diminish,3.0,4.0
diminut,1.0,3.0
dimitri,3.0,3.0
dimlylit,1.0,2.0
dimwit,11.0,7.0
din,,1.0
dina,7.0,4.0
dinah,,1.0
dine,2.0,1.0
diner,5.0,9.0
diney,2.0,1.0
dingi,3.0,1.0
dinki,1.0,1.0
dinner,21.0,24.0
dinnert,,1.0
dino,9.0,3.0
dinosaur,12.0,20.0
dinosaurlik,1.0,1.0
dinosaurs,,1.0
dinsdal,,1.0
dinsmoor,3.0,4.0
dion,1.0,
dionn,,1.0
dionna,3.0,
dionysian,,1.0
dionysius,1.0,
dip,4.0,1.0
diplomat,1.0,2.0
dipp,1.0,
dire,1.0,6.0
direc,1.0,
direct,275.0,372.0
directingwis,,1.0
directionless,1.0,
directon,,1.0
director,446.0,400.0
directoractor,1.0,
directoractorcowrit,,1.0
directorcowrit,,1.0
directorcumthespian,,1.0
directoreditor,1.0,
directorgeorg,,1.0
directori,18.0,15.0
directorproduc,,1.0
directorscreenwrit,1.0,
directorship,1.0,
directorwrit,2.0,6.0
directorwritercinematographereditor,1.0,
directtoc,1.0,
directtovideo,6.0,3.0
dirk,,12.0
dirt,5.0,11.0
dirti,27.0,23.0
dirtier,1.0,
dirtpoor,,1.0
dirtywork,4.0,
disabl,,4.0
disadvantag,1.0,2.0
disaffect,3.0,1.0
disaffirm,,1.0
disagr,1.0,
